,name,planet_mass,stellar_magnitude,planet_type,planet_radius,eccentricity
1389,K2-95 b,14.3 Earths,16.084,Neptune-like,0.346 x Jupiter,0.16
1390,K2-97 b,0.48 Jupiters,12.611,Gas Giant,0.947 x Jupiter,0.22
1391,K2-98 b,32.2 Earths,12.166,Neptune-like,0.464 x Jupiter,0
1392,K2-99 b,0.97 Jupiters,11.149,Gas Giant,1.046 x Jupiter,0.19
1393,K2-9 b,5.69 Earths,15.63,Neptune-like,0.201 x Jupiter,0
1394,Kappa Andromedae b,13.616 Jupiters,4.14,Gas Giant,1.1 x Jupiter,0
1395,Kappa Coronae Borealis b,2.17 Jupiters,4.79,Gas Giant,1.19 x Jupiter,0.17
1396,Kapteyn c,7 Earths,8.845,Neptune-like,0.227 x Jupiter,0.23
1397,KELT-10 b,0.679 Jupiters,10.854,Gas Giant,1.399 x Jupiter,0
1398,KELT-11 b,0.171 Jupiters,8.04,Gas Giant,1.35 x Jupiter,0
1399,KELT-12 b,0.95 Jupiters,10.59,Gas Giant,1.78 x Jupiter,0
1400,KELT-14 b,1.284 Jupiters,11.0,Gas Giant,1.743 x Jupiter,0
1401,KELT-15 b,1.31 Jupiters,11.189,Gas Giant,1.74 x Jupiter,0
1402,KELT-16 b,2.75 Jupiters,11.898,Gas Giant,1.415 x Jupiter,0
1403,KELT-17 b,1.31 Jupiters,9.286,Gas Giant,1.525 x Jupiter,0
1404,KELT-18 b,1.18 Jupiters,10.117,Gas Giant,1.57 x Jupiter,0
1405,KELT-19 A b,4.07 Jupiters,9.885,Gas Giant,1.91 x Jupiter,0
1406,KELT-1 b,27.23 Jupiters,10.701,Gas Giant,1.11 x Jupiter,0.01
1407,KELT-20 b,3.382 Jupiters,7.58,Gas Giant,1.741 x Jupiter,0
1408,KELT-21 b,3.91 Jupiters,10.541,Gas Giant,1.586 x Jupiter,0
1409,KELT-23 A b,0.938 Jupiters,10.253,Gas Giant,1.323 x Jupiter,0
1410,KELT-24 b,5.18 Jupiters,8.332,Gas Giant,1.272 x Jupiter,0.08
1411,KELT-2 A b,1.7 Jupiters,8.713,Gas Giant,1.35 x Jupiter,0
1412,KELT-3 b,1.94 Jupiters,9.873,Gas Giant,1.56 x Jupiter,0
1413,KELT-4 A b,0.902 Jupiters,9.98,Gas Giant,1.699 x Jupiter,0
1414,KELT-6 b,0.52 Jupiters,10.418,Gas Giant,1.3 x Jupiter,0.22
1415,KELT-6 c,3.71 Jupiters,10.418,Gas Giant,1.16 x Jupiter,0.21
1416,KELT-7 b,1.39 Jupiters,8.54,Gas Giant,1.6 x Jupiter,0
1417,KELT-8 b,0.66 Jupiters,10.833,Gas Giant,1.62 x Jupiter,0.04
1418,KELT-9 b,2.88 Jupiters,7.55,Gas Giant,1.891 x Jupiter,0
1419,Kepler-1000 b,20.3 Earths,13.192,Neptune-like,0.425 x Jupiter,0
1420,Kepler-1001 b,10.1 Earths,15.33,Neptune-like,0.281 x Jupiter,0
1421,Kepler-1001 c,3.11 Earths,15.33,Super Earth,1.578 x Earth,0
1422,Kepler-1002 b,3.57 Earths,11.647,Super Earth,1.71 x Earth,0
1423,Kepler-1003 b,3.82 Earths,14.023,Super Earth,1.78 x Earth,0
1424,Kepler-1004 b,32.5 Earths,13.4,Neptune-like,0.56 x Jupiter,0
1425,Kepler-1005 b,2.86 Earths,13.184,Super Earth,1.5 x Earth,0
1426,Kepler-1006 b,2.99 Earths,14.563,Super Earth,1.54 x Earth,0
1427,Kepler-1007 b,2.67 Earths,14.735,Super Earth,1.44 x Earth,0
1428,Kepler-1008 b,2.18 Earths,13.379,Super Earth,1.28 x Earth,0
1429,Kepler-1009 b,5.35 Earths,15.301,Neptune-like,2.17 x Earth,0
1430,Kepler-100 b,7.34 Earths,11.129,Super Earth,1.32 x Earth,0.13
1431,Kepler-100 c,7.05 Earths,11.129,Neptune-like,2.2 x Earth,0.02
1432,Kepler-100 d,3 Earths,11.129,Super Earth,1.61 x Earth,0.38
1433,Kepler-1010 b,5.99 Earths,14.687,Neptune-like,0.207 x Jupiter,0
1434,Kepler-1011 b,8.6 Earths,15.203,Neptune-like,0.256 x Jupiter,0
1435,Kepler-1012 b,2.21 Earths,13.315,Super Earth,1.29 x Earth,0
1436,Kepler-1013 b,5.27 Earths,14.408,Neptune-like,2.15 x Earth,0
1437,Kepler-1014 b,6.3 Earths,14.627,Neptune-like,0.213 x Jupiter,0
1438,Kepler-1015 b,12.3 Earths,12.759,Neptune-like,0.317 x Jupiter,0
1439,Kepler-1016 b,5.39 Earths,15.319,Neptune-like,2.18 x Earth,0
1440,Kepler-1016 c,13.1 Earths,15.319,Neptune-like,0.328 x Jupiter,0
1441,Kepler-1017 b,4.62 Earths,14.115,Super Earth,1.99 x Earth,0
1442,Kepler-1018 b,7.18 Earths,15.014,Neptune-like,0.23 x Jupiter,0
1443,Kepler-1019 b,2.73 Earths,13.593,Super Earth,1.46 x Earth,0
1444,Kepler-101 b,0.16 Jupiters,13.8,Gas Giant,0.51 x Jupiter,0.09
1445,Kepler-101 c,3.78 Earths,13.8,Super Earth,1.25 x Earth,0
1446,Kepler-1020 b,5.82 Earths,13.983,Neptune-like,0.203 x Jupiter,0
1447,Kepler-1021 b,6.04 Earths,15.173,Neptune-like,0.208 x Jupiter,0
1448,Kepler-1022 b,6.17 Earths,15.377,Neptune-like,0.211 x Jupiter,0
1449,Kepler-1023 b,7.41 Earths,14.502,Neptune-like,0.235 x Jupiter,0
1450,Kepler-1024 b,14.5 Earths,16.006,Neptune-like,0.349 x Jupiter,0
1451,Kepler-1025 b,4.58 Earths,13.556,Super Earth,1.98 x Earth,0
1452,Kepler-1026 b,5.52 Earths,14.202,Neptune-like,2.21 x Earth,0
1453,Kepler-1027 b,0.64 Earths,12.84,Terrestrial,0.89 x Earth,0
1454,Kepler-1028 b,2.33 Earths,14.31,Super Earth,1.33 x Earth,0
1455,Kepler-1029 b,2.13 Earths,14.301,Super Earth,1.26 x Earth,0
1456,Kepler-102 b,4.3 Earths,11.478,Terrestrial,0.47 x Earth,0
1457,Kepler-102 c,3 Earths,11.478,Terrestrial,0.58 x Earth,0
1458,Kepler-102 d,3.8 Earths,11.478,Super Earth,1.18 x Earth,0
1459,Kepler-102 e,8.93 Earths,11.478,Super Earth,2.22 x Earth,0
1460,Kepler-102 f,5.2 Earths,11.478,Terrestrial,0.88 x Earth,0
1461,Kepler-1030 b,6.71 Earths,15.716,Neptune-like,0.221 x Jupiter,0
1462,Kepler-1031 b,0.59 Earths,13.8,Terrestrial,0.87 x Earth,0
1463,Kepler-1032 b,4.16 Earths,15.799,Super Earth,1.87 x Earth,0
1464,Kepler-1033 b,6.85 Earths,15.929,Neptune-like,0.224 x Jupiter,0
1465,Kepler-1034 b,5.73 Earths,15.074,Neptune-like,0.202 x Jupiter,0
1466,Kepler-1035 b,1.71 Earths,13.005,Super Earth,1.17 x Earth,0
1467,Kepler-1036 b,9.32 Earths,13.764,Neptune-like,0.269 x Jupiter,0
1468,Kepler-1037 b,2.18 Earths,14.231,Super Earth,1.28 x Earth,0
1469,Kepler-1038 b,12.2 Earths,14.856,Neptune-like,0.315 x Jupiter,0
1470,Kepler-1039 b,2.73 Earths,14.096,Super Earth,1.46 x Earth,0
1471,Kepler-103 b,9.7 Earths,12.247,Neptune-like,0.301 x Jupiter,0.03
1472,Kepler-103 c,36.1 Earths,12.247,Neptune-like,0.459 x Jupiter,0.02
1473,Kepler-1040 b,4.98 Earths,13.322,Super Earth,2.08 x Earth,0
1474,Kepler-1041 b,8.96 Earths,14.442,Neptune-like,0.262 x Jupiter,0
1475,Kepler-1042 b,5.43 Earths,15.672,Neptune-like,2.19 x Earth,0
1476,Kepler-1043 b,7.04 Earths,14.762,Neptune-like,0.227 x Jupiter,0
1477,Kepler-1044 b,7.61 Earths,15.306,Neptune-like,0.238 x Jupiter,0
1478,Kepler-1045 b,7.7 Earths,15.549,Neptune-like,0.24 x Jupiter,0
1479,Kepler-1046 b,3.57 Earths,13.248,Super Earth,1.71 x Earth,0
1480,Kepler-1047 b,5.02 Earths,13.329,Super Earth,2.09 x Earth,0
1481,Kepler-1047 c,0.937 Earths,13.329,Terrestrial,0.99 x Earth,0
1482,Kepler-1048 b,3.22 Earths,14.844,Super Earth,1.61 x Earth,0
1483,Kepler-1049 b,0.809 Earths,14.156,Terrestrial,0.95 x Earth,0
1484,Kepler-104 b,19.6 Earths,12.57,Super Earth,0.277 x Jupiter,0
1485,Kepler-104 c,9.96 Earths,12.57,Neptune-like,0.279 x Jupiter,0
1486,Kepler-104 d,12.5 Earths,12.57,Neptune-like,0.319 x Jupiter,0
1487,Kepler-1050 b,3.19 Earths,13.072,Super Earth,1.6 x Earth,0
1488,Kepler-1050 c,2.79 Earths,13.072,Super Earth,1.48 x Earth,0
1489,Kepler-1051 b,11.5 Earths,13.116,Neptune-like,0.303 x Jupiter,0
1490,Kepler-1052 b,8.91 Earths,14.861,Neptune-like,0.261 x Jupiter,0
1491,Kepler-1053 b,0.904 Earths,13.209,Terrestrial,0.98 x Earth,0
1492,Kepler-1054 b,7.41 Earths,14.085,Neptune-like,0.235 x Jupiter,0
1493,Kepler-1055 b,2.04 Earths,13.073,Super Earth,1.23 x Earth,0
1494,Kepler-1056 b,9.32 Earths,14.56,Neptune-like,0.269 x Jupiter,0
1495,Kepler-1057 b,11.2 Earths,15.608,Neptune-like,0.3 x Jupiter,0
1496,Kepler-1058 b,7.85 Earths,15.504,Neptune-like,0.243 x Jupiter,0
1497,Kepler-1059 b,3.64 Earths,15.489,Super Earth,1.73 x Earth,0
1498,Kepler-105 b,5.1 Earths,12.802,Neptune-like,0.429 x Jupiter,0.47
1499,Kepler-105 c,4.6 Earths,12.802,Super Earth,1.31 x Earth,0
1500,Kepler-1060 b,6.26 Earths,14.637,Neptune-like,0.212 x Jupiter,0
1501,Kepler-1061 b,4.58 Earths,13.204,Super Earth,1.98 x Earth,0
1502,Kepler-1062 b,3.75 Earths,14.805,Super Earth,1.76 x Earth,0
1503,Kepler-1063 b,2.83 Earths,12.261,Super Earth,1.49 x Earth,0
1504,Kepler-1064 b,3.02 Earths,13.741,Super Earth,1.55 x Earth,0
1505,Kepler-1065 b,13.4 Earths,15.502,Neptune-like,0.333 x Jupiter,0
1506,Kepler-1065 c,3.19 Earths,15.502,Super Earth,1.6 x Earth,0
1507,Kepler-1066 b,6.17 Earths,13.024,Neptune-like,0.211 x Jupiter,0
1508,Kepler-1067 b,0.437 Earths,14.273,Terrestrial,0.8 x Earth,0
1509,Kepler-1068 b,12.8 Earths,15.832,Neptune-like,0.324 x Jupiter,0
1510,Kepler-1069 b,3.19 Earths,13.098,Super Earth,1.6 x Earth,0
1511,Kepler-106 b,5.3 Earths,12.839,Terrestrial,0.82 x Earth,0
1512,Kepler-106 c,10.44 Earths,12.839,Super Earth,0.223 x Jupiter,0
1513,Kepler-106 d,8.1 Earths,12.839,Terrestrial,0.95 x Earth,0
1514,Kepler-106 e,11.17 Earths,12.839,Super Earth,0.228 x Jupiter,0
1515,Kepler-1070 b,3.64 Earths,13.913,Super Earth,1.73 x Earth,0
1516,Kepler-1071 b,6.26 Earths,15.829,Neptune-like,0.212 x Jupiter,0
1517,Kepler-1072 b,3.12 Earths,13.842,Super Earth,1.58 x Earth,0
1518,Kepler-1073 b,5.9 Earths,14.532,Neptune-like,0.205 x Jupiter,0
1519,Kepler-1073 c,3.33 Earths,14.532,Super Earth,1.64 x Earth,0
1520,Kepler-1074 b,2.1 Earths,15.006,Super Earth,1.25 x Earth,0
1521,Kepler-1075 b,2.6 Earths,15.37,Super Earth,1.42 x Earth,0
1522,Kepler-1076 b,0.437 Earths,12.949,Terrestrial,0.8 x Earth,0
1523,Kepler-1077 b,8.1 Earths,14.998,Neptune-like,0.247 x Jupiter,0
1524,Kepler-1078 b,4.27 Earths,15.607,Super Earth,1.9 x Earth,0
1525,Kepler-1079 b,3.29 Earths,12.584,Super Earth,1.63 x Earth,0
1526,Kepler-107 b,3.51 Earths,12.7,Super Earth,1.536 x Earth,0
1527,Kepler-107 c,9.39 Earths,12.7,Super Earth,1.597 x Earth,0
1528,Kepler-107 d,3.8 Earths,12.7,Super Earth,0.86 x Earth,0
1529,Kepler-107 e,8.6 Earths,12.7,Neptune-like,0.259 x Jupiter,0
1530,Kepler-1080 b,10.8 Earths,13.409,Neptune-like,0.293 x Jupiter,0
1531,Kepler-1081 b,1.01 Earths,13.711,Super Earth,1.01 x Earth,0
1532,Kepler-1082 b,1.46 Earths,13.342,Super Earth,1.12 x Earth,0
1533,Kepler-1083 b,11.2 Earths,15.85,Neptune-like,0.3 x Jupiter,0
1534,Kepler-1084 b,1.41 Earths,12.158,Super Earth,1.11 x Earth,0
1535,Kepler-1085 b,0.13 Jupiters,15.247,Gas Giant,0.644 x Jupiter,0
1536,Kepler-1085 c,10.7 Earths,15.247,Neptune-like,0.292 x Jupiter,0
1537,Kepler-1086 b,6.53 Earths,15.555,Neptune-like,0.218 x Jupiter,0
1538,Kepler-1086 c,8.96 Earths,15.555,Neptune-like,0.262 x Jupiter,0
1539,Kepler-1087 b,0.165 Earths,12.901,Terrestrial,0.61 x Earth,0
1540,Kepler-1088 b,2.6 Earths,11.778,Super Earth,1.42 x Earth,0
1541,Kepler-1089 b,4.01 Earths,15.598,Super Earth,1.83 x Earth,0
1542,Kepler-108 b,0.176 Jupiters,13.084,Gas Giant,0.772 x Jupiter,0.22
1543,Kepler-108 c,0.16 Jupiters,13.084,Gas Giant,0.73 x Jupiter,0.04
1544,Kepler-1090 b,5.69 Earths,14.996,Neptune-like,0.201 x Jupiter,0
1545,Kepler-1091 b,2.73 Earths,14.715,Super Earth,1.46 x Earth,0
1546,Kepler-1092 b,4.94 Earths,14.616,Super Earth,2.07 x Earth,0
1547,Kepler-1093 b,4.46 Earths,13.808,Super Earth,1.95 x Earth,0
1548,Kepler-1093 c,4.5 Earths,13.808,Super Earth,1.96 x Earth,0
1549,Kepler-1094 b,10.2 Earths,14.961,Neptune-like,0.284 x Jupiter,0
1550,Kepler-1095 b,1.92 Earths,14.526,Super Earth,1.21 x Earth,0
1551,Kepler-1096 b,2.07 Earths,15.061,Super Earth,1.24 x Earth,0
1552,Kepler-1097 b,10.7 Earths,15.207,Neptune-like,0.291 x Jupiter,0
1553,Kepler-1098 b,2.24 Earths,14.733,Super Earth,1.3 x Earth,0
1554,Kepler-1099 b,8.4 Earths,15.134,Neptune-like,0.252 x Jupiter,0
1555,Kepler-109 b,7.3 Earths,12.295,Neptune-like,0.211 x Jupiter,0.21
1556,Kepler-109 c,21.8 Earths,12.295,Neptune-like,0.225 x Jupiter,0.03
1557,Kepler-10 b,4.60853 Earths,10.94,Super Earth,1.481 x Earth,0.06
1558,Kepler-10 c,7.37 Earths,10.94,Super Earth,0.207 x Jupiter,0.03
1559,Kepler-1100 b,3.71 Earths,13.822,Super Earth,1.75 x Earth,0
1560,Kepler-1101 b,6.66 Earths,15.096,Neptune-like,0.22 x Jupiter,0
1561,Kepler-1102 b,7.56 Earths,14.922,Neptune-like,0.237 x Jupiter,0
1562,Kepler-1103 b,5.77 Earths,14.073,Neptune-like,0.203 x Jupiter,0
1563,Kepler-1104 b,2.04 Earths,12.083,Super Earth,1.23 x Earth,0
1564,Kepler-1105 b,4.7 Earths,15.142,Super Earth,2.01 x Earth,0
1565,Kepler-1106 b,3.36 Earths,14.628,Super Earth,1.65 x Earth,0
1566,Kepler-1107 b,2.36 Earths,14.128,Super Earth,1.34 x Earth,0
1567,Kepler-1108 b,2.73 Earths,14.919,Super Earth,1.46 x Earth,0
1568,Kepler-1109 b,5.43 Earths,14.266,Neptune-like,2.19 x Earth,0
1569,Kepler-110 b,4.01 Earths,12.902,Super Earth,1.83 x Earth,0
1570,Kepler-110 c,5.52 Earths,12.902,Neptune-like,2.21 x Earth,0
1571,Kepler-1110 b,7.56 Earths,15.887,Neptune-like,0.237 x Jupiter,0
1572,Kepler-1111 b,4.66 Earths,14.715,Super Earth,2.0 x Earth,0
1573,Kepler-1112 b,9.38 Earths,14.561,Neptune-like,0.269 x Jupiter,0
1574,Kepler-1113 b,8.3 Earths,14.783,Neptune-like,0.251 x Jupiter,0
1575,Kepler-1114 b,2.39 Earths,13.758,Super Earth,1.35 x Earth,0
1576,Kepler-1115 b,3.53 Earths,11.882,Super Earth,1.7 x Earth,0
1577,Kepler-1116 b,6.99 Earths,15.235,Neptune-like,0.227 x Jupiter,0
1578,Kepler-1117 b,1.41 Earths,14.124,Super Earth,1.11 x Earth,0
1579,Kepler-1118 b,7.95 Earths,14.956,Neptune-like,0.244 x Jupiter,0
1580,Kepler-1119 b,4.35 Earths,15.067,Super Earth,1.92 x Earth,0
1581,Kepler-111 b,3.12 Earths,13.419,Super Earth,1.58 x Earth,0
1582,Kepler-111 c,0.132 Jupiters,13.419,Gas Giant,0.651 x Jupiter,0
1583,Kepler-1120 b,2.48 Earths,15.304,Super Earth,1.38 x Earth,0
1584,Kepler-1121 b,4.31 Earths,12.017,Super Earth,1.91 x Earth,0
1585,Kepler-1122 b,4.82 Earths,15.102,Super Earth,2.04 x Earth,0
1586,Kepler-1123 b,3.43 Earths,14.807,Super Earth,1.67 x Earth,0
1587,Kepler-1124 b,2.18 Earths,15.968,Super Earth,1.28 x Earth,0
1588,Kepler-1125 b,4.04 Earths,14.877,Super Earth,1.84 x Earth,0
1589,Kepler-1126 b,3.64 Earths,14.021,Super Earth,1.73 x Earth,0
1590,Kepler-1127 b,4.5 Earths,15.133,Super Earth,1.96 x Earth,0
1591,Kepler-1128 b,12.9 Earths,15.686,Neptune-like,0.326 x Jupiter,0
1592,Kepler-1129 b,9.06 Earths,15.257,Neptune-like,0.264 x Jupiter,0
1593,Kepler-1129 c,7.9 Earths,15.257,Neptune-like,0.244 x Jupiter,0
1594,Kepler-112 b,6.17 Earths,13.766,Neptune-like,0.211 x Jupiter,0
1595,Kepler-112 c,6.35 Earths,13.766,Neptune-like,0.214 x Jupiter,0
1596,Kepler-1130 b,0.437 Earths,12.396,Terrestrial,0.8 x Earth,0
1597,Kepler-1131 b,3.15 Earths,14.937,Super Earth,1.59 x Earth,0
1598,Kepler-1132 b,6.12 Earths,15.472,Neptune-like,0.21 x Jupiter,0
1599,Kepler-1133 b,4.54 Earths,14.81,Super Earth,1.97 x Earth,0
1600,Kepler-1134 b,7.46 Earths,15.825,Neptune-like,0.236 x Jupiter,0
1601,Kepler-1135 b,4.08 Earths,14.295,Super Earth,1.85 x Earth,0
1602,Kepler-1136 b,3.33 Earths,15.642,Super Earth,1.64 x Earth,0
1603,Kepler-1137 b,5.48 Earths,12.691,Neptune-like,2.2 x Earth,0
1604,Kepler-1138 b,3.53 Earths,15.336,Super Earth,1.7 x Earth,0
1605,Kepler-1139 b,1.81 Earths,14.135,Super Earth,1.19 x Earth,0
1606,Kepler-113 b,11.7 Earths,13.46,Super Earth,1.82 x Earth,0
1607,Kepler-113 c,8.7 Earths,13.46,Neptune-like,2.18 x Earth,0
1608,Kepler-1140 b,8.1 Earths,15.453,Neptune-like,0.247 x Jupiter,0
1609,Kepler-1141 b,0.477 Earths,12.335,Terrestrial,0.82 x Earth,0
1610,Kepler-1142 b,2.76 Earths,14.278,Super Earth,1.47 x Earth,0
1611,Kepler-1143 b,3.43 Earths,15.194,Super Earth,1.67 x Earth,0
1612,Kepler-1143 c,12.6 Earths,15.194,Neptune-like,0.321 x Jupiter,0
1613,Kepler-1144 b,4.62 Earths,14.913,Super Earth,1.99 x Earth,0
1614,Kepler-1145 b,2.54 Earths,15.45,Super Earth,1.4 x Earth,0
1615,Kepler-1146 b,2.04 Earths,15.85,Super Earth,1.23 x Earth,0
1616,Kepler-1147 b,7.32 Earths,15.356,Neptune-like,0.233 x Jupiter,0
1617,Kepler-1148 b,3.5 Earths,15.281,Super Earth,1.69 x Earth,0
1618,Kepler-1149 b,2.67 Earths,14.931,Super Earth,1.44 x Earth,0
1619,Kepler-114 b,6.8 Earths,13.712,Super Earth,1.26 x Earth,0
1620,Kepler-114 c,2.8 Earths,13.712,Super Earth,1.6 x Earth,0
1621,Kepler-114 d,3.9 Earths,13.712,Neptune-like,0.226 x Jupiter,0
1622,Kepler-1150 b,1.04 Earths,14.423,Super Earth,1.02 x Earth,0
1623,Kepler-1151 b,5.56 Earths,14.857,Neptune-like,2.22 x Earth,0
1624,Kepler-1152 b,0.59 Earths,14.598,Terrestrial,0.87 x Earth,0
1625,Kepler-1153 b,3.64 Earths,15.798,Super Earth,1.73 x Earth,0
1626,Kepler-1154 b,6.08 Earths,14.779,Neptune-like,0.209 x Jupiter,0
1627,Kepler-1154 c,6.17 Earths,14.779,Neptune-like,0.211 x Jupiter,0
1628,Kepler-1155 b,4.78 Earths,14.739,Super Earth,2.03 x Earth,0
1629,Kepler-1156 b,2.3 Earths,14.126,Super Earth,1.32 x Earth,0
1630,Kepler-1157 b,1.32 Earths,14.377,Super Earth,1.09 x Earth,0
1631,Kepler-1158 b,6.08 Earths,13.574,Neptune-like,0.209 x Jupiter,0
1632,Kepler-1159 b,6.21 Earths,14.545,Neptune-like,0.211 x Jupiter,0
1633,Kepler-115 b,1.32 Earths,13.392,Super Earth,1.09 x Earth,0
1634,Kepler-115 c,7.27 Earths,13.392,Neptune-like,0.232 x Jupiter,0
1635,Kepler-1160 b,5.22 Earths,15.8,Neptune-like,2.14 x Earth,0
1636,Kepler-1161 b,5.18 Earths,15.8,Neptune-like,2.13 x Earth,0
1637,Kepler-1162 b,5.52 Earths,15.485,Neptune-like,2.21 x Earth,0
1638,Kepler-1163 b,1.08 Earths,12.118,Super Earth,1.03 x Earth,0
1639,Kepler-1164 b,1.46 Earths,14.09,Super Earth,1.12 x Earth,0
1640,Kepler-1165 b,3.02 Earths,14.392,Super Earth,1.55 x Earth,0
1641,Kepler-1166 b,3.5 Earths,14.466,Super Earth,1.69 x Earth,0
1642,Kepler-1167 b,3.57 Earths,15.929,Super Earth,1.71 x Earth,0
1643,Kepler-1168 b,6.8 Earths,15.609,Neptune-like,0.223 x Jupiter,0
1644,Kepler-1169 b,0.779 Earths,12.685,Terrestrial,0.94 x Earth,0
1645,Kepler-116 b,11.6 Earths,13.689,Neptune-like,0.305 x Jupiter,0
1646,Kepler-116 c,5.9 Earths,13.689,Neptune-like,0.205 x Jupiter,0
1647,Kepler-1170 b,6.39 Earths,15.909,Neptune-like,0.215 x Jupiter,0
1648,Kepler-1171 b,7.08 Earths,11.459,Neptune-like,0.228 x Jupiter,0
1649,Kepler-1172 b,10.3 Earths,15.846,Neptune-like,0.285 x Jupiter,0
1650,Kepler-1173 b,0.64 Earths,13.804,Terrestrial,0.89 x Earth,0
1651,Kepler-1174 b,3.15 Earths,14.159,Super Earth,1.59 x Earth,0
1652,Kepler-1175 b,9.22 Earths,15.916,Neptune-like,0.267 x Jupiter,0
1653,Kepler-1176 b,6.57 Earths,15.05,Neptune-like,0.219 x Jupiter,0
1654,Kepler-1177 b,4.27 Earths,14.508,Super Earth,1.9 x Earth,0
1655,Kepler-1178 b,1.24 Earths,13.96,Super Earth,1.07 x Earth,0
1656,Kepler-1179 b,2.3 Earths,14.068,Super Earth,1.32 x Earth,0
1657,Kepler-117 b,29.875 Earths,14.247,Neptune-like,0.719 x Jupiter,0.05
1658,Kepler-117 c,1.84 Jupiters,14.247,Gas Giant,1.101 x Jupiter,0.03
1659,Kepler-1180 b,4.62 Earths,14.984,Super Earth,1.99 x Earth,0
1660,Kepler-1181 b,3.09 Earths,13.455,Super Earth,1.57 x Earth,0
1661,Kepler-1182 b,6.39 Earths,15.345,Neptune-like,0.215 x Jupiter,0
1662,Kepler-1183 b,8.35 Earths,15.83,Neptune-like,0.252 x Jupiter,0
1663,Kepler-1184 b,7.65 Earths,14.931,Neptune-like,0.239 x Jupiter,0
1664,Kepler-1185 b,2.33 Earths,12.552,Super Earth,1.33 x Earth,0
1665,Kepler-1186 b,5.6 Earths,15.267,Neptune-like,2.23 x Earth,0
1666,Kepler-1187 b,7.32 Earths,14.566,Neptune-like,0.233 x Jupiter,0
1667,Kepler-1188 b,4.98 Earths,14.968,Super Earth,2.08 x Earth,0
1668,Kepler-1189 b,3.78 Earths,14.249,Super Earth,1.77 x Earth,0
1669,Kepler-118 b,4.5 Earths,14.719,Super Earth,1.96 x Earth,0
1670,Kepler-118 c,0.144 Jupiters,14.719,Gas Giant,0.685 x Jupiter,0
1671,Kepler-1190 b,2.33 Earths,14.494,Super Earth,1.33 x Earth,0
1672,Kepler-1191 b,2.89 Earths,15.312,Super Earth,1.51 x Earth,0
1673,Kepler-1192 b,6.17 Earths,15.681,Neptune-like,0.211 x Jupiter,0
1674,Kepler-1193 b,2.3 Earths,13.421,Super Earth,1.32 x Earth,0
1675,Kepler-1194 b,2.89 Earths,14.103,Super Earth,1.51 x Earth,0
1676,Kepler-1195 b,4.98 Earths,15.912,Super Earth,2.08 x Earth,0
1677,Kepler-1196 b,5.6 Earths,14.832,Neptune-like,2.23 x Earth,0
1678,Kepler-1197 b,2.1 Earths,15.113,Super Earth,1.25 x Earth,0
1679,Kepler-1198 b,2.76 Earths,14.769,Super Earth,1.47 x Earth,0
1680,Kepler-1199 b,1.6 Earths,13.03,Super Earth,1.15 x Earth,0
1681,Kepler-119 b,12.6 Earths,14.2,Neptune-like,0.321 x Jupiter,0
1682,Kepler-119 c,0.721 Earths,14.2,Terrestrial,0.92 x Earth,0
1683,Kepler-11 b,1.9 Earths,14.2,Terrestrial,1.8 x Earth,0.05
1684,Kepler-11 c,2.9 Earths,14.2,Neptune-like,0.256 x Jupiter,0.03
1685,Kepler-11 d,7.3 Earths,14.2,Neptune-like,0.278 x Jupiter,0
1686,Kepler-11 e,8 Earths,14.2,Neptune-like,0.374 x Jupiter,0.01
1687,Kepler-11 f,2 Earths,14.2,Neptune-like,0.222 x Jupiter,0.01
1688,Kepler-11 g,25 Earths,14.2,Neptune-like,0.297 x Jupiter,< 0.15
1689,Kepler-1200 b,1.2 Earths,15.789,Super Earth,1.06 x Earth,0
1690,Kepler-1201 b,5.86 Earths,14.7,Neptune-like,0.204 x Jupiter,0
1691,Kepler-1202 b,8.96 Earths,15.608,Neptune-like,0.262 x Jupiter,0
1692,Kepler-1203 b,1.2 Earths,14.915,Super Earth,1.06 x Earth,0
1693,Kepler-1204 b,9.53 Earths,15.295,Neptune-like,0.272 x Jupiter,0
1694,Kepler-1205 b,2.57 Earths,15.13,Super Earth,1.41 x Earth,0
1695,Kepler-1206 b,3.33 Earths,15.929,Super Earth,1.64 x Earth,0
1696,Kepler-1207 b,3.26 Earths,14.449,Super Earth,1.62 x Earth,0
1697,Kepler-1208 b,5.99 Earths,15.946,Neptune-like,0.207 x Jupiter,0
1698,Kepler-1209 b,2.89 Earths,12.411,Super Earth,1.51 x Earth,0
1699,Kepler-120 b,8.5 Earths,14.719,Super Earth,2.15 x Earth,0
1700,Kepler-120 c,2.96 Earths,14.719,Super Earth,1.53 x Earth,0
1701,Kepler-1210 b,3.53 Earths,15.566,Super Earth,1.7 x Earth,0
1702,Kepler-1211 b,7.04 Earths,15.828,Neptune-like,0.227 x Jupiter,0
1703,Kepler-1212 b,5.22 Earths,15.024,Neptune-like,2.14 x Earth,0
1704,Kepler-1213 b,1.81 Earths,13.342,Super Earth,1.19 x Earth,0
1705,Kepler-1214 b,6.17 Earths,15.223,Neptune-like,0.211 x Jupiter,0
1706,Kepler-1215 b,1.98 Earths,14.425,Super Earth,1.22 x Earth,0
1707,Kepler-1216 b,2.51 Earths,15.107,Super Earth,1.39 x Earth,0
1708,Kepler-1217 b,4.62 Earths,15.242,Super Earth,1.99 x Earth,0
1709,Kepler-1218 b,2.67 Earths,13.551,Super Earth,1.44 x Earth,0
